"subgroup","n_Control","n_NWSH","mean_Control","mean_NWSH","sd_Control","sd_NWSH","RD","SE","ci.lb","ci.ub","z","P-value","int_Pval","Y","V"
"0",43,NA,0.61762095112705,NA,0.706422361050436,NA,-0.0198,0.1222,-0.2593,0.2198,-0.1617,0.8715,0.846884240152153,"d23_ratio_pro_il10","ch_qpcr_pos_trichuris"
"1",2,NA,0.696831848365191,NA,0.0458818834085912,NA,-0.0903,0.1739,-0.4311,0.2506,-0.519,0.6037,NA,"d23_ratio_pro_il10","ch_qpcr_pos_trichuris"
"0",38,NA,0.650780707975535,NA,0.719447870888006,NA,-0.0207,0.1222,-0.2602,0.2188,-0.1694,0.8655,0.876561645176396,"d23_ratio_pro_il10","ch_qpcr_pos_ascaris"
"1",7,NA,0.460242527446175,NA,0.51760148986063,NA,-0.0909,0.1733,-0.4305,0.2487,-0.5246,0.5999,NA,"d23_ratio_pro_il10","ch_qpcr_pos_ascaris"
"0",121,203,0.311589899173554,0.231366777339901,1.16042736135326,1.34071866986645,-0.0023,0.1664,-0.3285,0.3239,-0.0137,0.989,0.300894607355533,"d23_ratio_il1_il10","diar7d_t2"
"1",30,26,0.428844736666667,0.144242030769231,0.88779985562304,1.42923611217617,-0.5626,0.2919,-1.1347,0.0095,-1.9275,0.0539,NA,"d23_ratio_il1_il10","diar7d_t2"
"0",138,212,0.321895579710145,0.245276001886792,1.10007791460309,1.2995801539296,-0.0192,0.1445,-0.3024,0.2639,-0.1331,0.8941,0.268761108973575,"d23_ratio_il1_il10","diar7d_t3"
"1",13,17,0.472779223076923,-0.0753390470588235,1.24883353269033,1.87692784902254,-0.5842,0.2855,-1.1438,-0.0245,-2.0459,0.0408,NA,"d23_ratio_il1_il10","diar7d_t3"
"0",101,160,0.295615928712871,0.1815967475,1.10234349497837,1.46646529508656,-0.0331,0.1566,-0.3402,0.2739,-0.2116,0.8324,0.286999066219173,"d23_ratio_il1_il10","fever7d_t2"
"1",50,69,0.414210222,0.313945927536232,1.13202448758852,1.02588558343381,-0.6029,0.2881,-1.1676,-0.0383,-2.0929,0.0364,NA,"d23_ratio_il1_il10","fever7d_t2"
"0",121,180,0.325282733057851,0.214790910555556,1.14406525381819,1.39199729459027,-0.0502,0.1574,-0.3587,0.2582,-0.3192,0.7496,0.287807133374138,"d23_ratio_il1_il10","fever7d_t3"
"1",30,49,0.373616973333333,0.246028259183673,0.976563027886259,1.18554770517264,-0.5991,0.2887,-1.165,-0.0332,-2.075,0.038,NA,"d23_ratio_il1_il10","fever7d_t3"
"0",107,159,0.328780843925234,0.230599776100629,1.13843280993643,1.35233268984616,-0.0266,0.1597,-0.3397,0.2865,-0.1666,0.8677,0.0202383981816062,"d23_ratio_il1_il10","ch_pos_giardia"
"1",39,63,0.279995,0.150627628571429,1.086637512168,1.38149433928125,-0.0665,0.3015,-0.6575,0.5245,-0.2205,0.8255,NA,"d23_ratio_il1_il10","ch_pos_giardia"
"0",146,221,0.31574900890411,0.206777581900452,1.12131945151195,1.36099204047976,-0.0387,0.1465,-0.3259,0.2485,-0.2639,0.7918,0.0120915961470361,"d23_ratio_il1_il10","ch_pos_entamoeba"
"1",NA,1,NA,0.4570594,NA,NA,-0.623,0.2939,-1.199,-0.0471,-2.1202,0.034,NA,"d23_ratio_il1_il10","ch_pos_entamoeba"
"0",143,219,0.313050097902098,0.209603576712329,1.12808554383116,1.36685374037166,-0.036,0.1497,-0.3293,0.2574,-0.2404,0.8101,0.0118768410424926,"d23_ratio_il1_il10","ch_pos_crypto"
"1",3,3,0.4443971,0.0839072333333333,0.883228308359073,0.342359458603984,-0.0838,0.5533,-1.1683,1.0007,-0.1515,0.8796,NA,"d23_ratio_il1_il10","ch_pos_crypto"
"0",43,NA,0.327960597674419,NA,1.38208811957651,NA,-0.0531,0.1665,-0.3794,0.2732,-0.3191,0.7496,0.838720267745138,"d23_ratio_il1_il10","ch_qpcr_pos_trichuris"
"1",2,NA,0.45902045,NA,0.109059695157492,NA,-0.3079,0.2323,-0.7633,0.1474,-1.3255,0.185,NA,"d23_ratio_il1_il10","ch_qpcr_pos_trichuris"
"0",38,NA,0.263156963157895,NA,1.38270611521596,NA,-0.0515,0.166,-0.3768,0.2738,-0.3104,0.7562,0.747672954476684,"d23_ratio_il1_il10","ch_qpcr_pos_ascaris"
"1",7,NA,0.717197428571429,NA,1.17712554597402,NA,-0.3009,0.2307,-0.7531,0.1513,-1.3043,0.1921,NA,"d23_ratio_il1_il10","ch_qpcr_pos_ascaris"
"0",121,207,0.252023540495868,0.0101550801932367,1.06109486001657,1.25334028671557,-0.0951,0.1703,-0.4289,0.2386,-0.5587,0.5764,0.474442115351139,"d23_ratio_il6_il10","diar7d_t2"
"1",30,25,0.411740643333333,0.19197362,1.20626072154632,0.885654164589412,-0.0718,0.1726,-0.4101,0.2664,-0.4163,0.6772,NA,"d23_ratio_il6_il10","diar7d_t2"
"0",138,215,0.321935478985507,0.0483290548837209,1.09736499037707,1.22200136967128,-0.1494,0.153,-0.4493,0.1505,-0.9763,0.3289,0.519922039627879,"d23_ratio_il6_il10","diar7d_t3"
"1",13,17,-0.121540646153846,-0.205253217647059,0.94018766186548,1.18805462623529,-0.1268,0.1551,-0.4308,0.1771,-0.818,0.4134,NA,"d23_ratio_il6_il10","diar7d_t3"
"0",101,162,0.30040197029703,0.0591089216049383,1.01825793406309,1.28748469533463,-0.1052,0.1651,-0.4289,0.2185,-0.6372,0.524,0.448596449218889,"d23_ratio_il6_il10","fever7d_t2"
"1",50,70,0.250129374,-0.0382029028571429,1.23015974243566,1.04826260207013,-0.0819,0.1677,-0.4106,0.2468,-0.4885,0.6252,NA,"d23_ratio_il6_il10","fever7d_t2"
"0",121,184,0.297101694214876,0.0266212744565217,1.15118274462874,1.24951988425361,-0.1339,0.1691,-0.4652,0.1975,-0.7918,0.4285,0.471226614405769,"d23_ratio_il6_il10","fever7d_t3"
"1",30,48,0.229925423333333,0.041731825,0.804849819453698,1.10543681838575,-0.1109,0.1718,-0.4475,0.2258,-0.6455,0.5186,NA,"d23_ratio_il6_il10","fever7d_t3"
"0",107,161,0.326952062616822,0.0364187472049689,1.16654532285557,1.29895016878646,-0.1316,0.2038,-0.531,0.2678,-0.6458,0.5184,0.616160841462328,"d23_ratio_il6_il10","ch_pos_giardia"
"1",39,63,0.190706815384615,-0.0199614158730159,0.914321742367615,1.03648113828761,-0.0832,0.1892,-0.4541,0.2876,-0.4397,0.6601,NA,"d23_ratio_il6_il10","ch_pos_giardia"
"0",146,223,0.290557784246575,0.0184197721973094,1.10342955337349,1.23113578053828,-0.1185,0.1541,-0.4206,0.1837,-0.7685,0.4422,0.564664632794507,"d23_ratio_il6_il10","ch_pos_entamoeba"
"1",NA,1,NA,0.4982399,NA,NA,-0.0954,0.1575,-0.404,0.2133,-0.6057,0.5447,NA,"d23_ratio_il6_il10","ch_pos_entamoeba"
"0",143,221,0.246697152447552,0.0213766918552036,1.02503248037326,1.23679044804305,-0.072,0.1488,-0.3637,0.2196,-0.4841,0.6283,0.568538418183323,"d23_ratio_il6_il10","ch_pos_crypto"
"1",3,3,2.3812479,-0.0394666,2.64191931722985,0.299555252533368,-1.9472,1.4437,-4.7768,0.8825,-1.3487,0.1774,NA,"d23_ratio_il6_il10","ch_pos_crypto"
"0",43,NA,0.367348134883721,NA,1.28978187248216,NA,-0.1258,0.1692,-0.4574,0.2058,-0.7436,0.4571,0.939950135596225,"d23_ratio_il6_il10","ch_qpcr_pos_trichuris"
"1",2,NA,-0.26100405,NA,0.720574549073061,NA,-0.0705,0.1686,-0.4008,0.2599,-0.4181,0.6759,NA,"d23_ratio_il6_il10","ch_qpcr_pos_trichuris"
"0",38,NA,0.377375852631579,NA,1.33046914153047,NA,-0.1256,0.169,-0.4569,0.2056,-0.7434,0.4572,0.968521688056253,"d23_ratio_il6_il10","ch_qpcr_pos_ascaris"
"1",7,NA,0.133382757142857,NA,0.939411658462057,NA,-0.071,0.168,-0.4003,0.2582,-0.4228,0.6724,NA,"d23_ratio_il6_il10","ch_qpcr_pos_ascaris"
"0",121,207,-0.129036914876033,0.0682105971014493,0.82423592467331,0.927302609302255,0.1504,0.1201,-0.0849,0.3857,1.2532,0.2101,0.0579063547098527,"d23_ratio_tnf_il10","diar7d_t2"
"1",30,26,0.0320743466666667,0.000571338461538461,0.609186133495589,0.793240764740241,0.0236,0.1814,-0.3318,0.3791,0.1302,0.8964,NA,"d23_ratio_tnf_il10","diar7d_t2"
"0",138,216,-0.114744564492754,0.0944328898148148,0.797464791785445,0.899519072252181,0.1519,0.1069,-0.0575,0.3613,1.4215,0.1552,0.0439966857914172,"d23_ratio_tnf_il10","diar7d_t3"
"1",13,17,0.0910395076923077,-0.368415047058824,0.663426921758769,0.988487602174473,0.012,0.1748,-0.3307,0.3547,0.0685,0.9454,NA,"d23_ratio_tnf_il10","diar7d_t3"
"0",101,162,-0.181589871287129,0.0910654913580247,0.775419903947031,0.984446756674093,0.2236,0.1207,-0.0131,0.4603,1.8519,0.064,0.0434057013481135,"d23_ratio_tnf_il10","fever7d_t2"
"1",50,71,0.073786814,-0.00870649577464789,0.79026208237465,0.721621349410893,0.1254,0.1844,-0.2359,0.4868,0.6804,0.4963,NA,"d23_ratio_tnf_il10","fever7d_t2"
"0",121,184,-0.0984173190082645,0.13488289076087,0.827773971831314,0.898169721738561,0.1837,0.109,-0.0298,0.3973,1.6864,0.0917,0.0911460738471299,"d23_ratio_tnf_il10","fever7d_t3"
"1",30,49,-0.09142469,-0.218040887755102,0.606958443104692,0.918857989882947,0.0633,0.181,-0.2914,0.418,0.3498,0.7265,NA,"d23_ratio_tnf_il10","fever7d_t3"
"0",107,162,-0.0629623,0.0888852382716049,0.793706203082047,0.944387387360335,0.1016,0.1199,-0.1333,0.3365,0.8474,0.3968,0.542198152606,"d23_ratio_tnf_il10","ch_pos_giardia"
"1",39,63,-0.167842384615385,-0.0354591222222222,0.774246474877113,0.867658469089387,0.0634,0.1776,-0.2848,0.4116,0.3568,0.7213,NA,"d23_ratio_tnf_il10","ch_pos_giardia"
"0",146,224,-0.0909782130136986,0.0565568491071429,0.787271846142549,0.924639191343497,0.0937,0.1047,-0.1116,0.299,0.8944,0.3711,0.621366782166649,"d23_ratio_tnf_il10","ch_pos_entamoeba"
"1",NA,1,NA,-0.5032503,NA,NA,-0.0247,0.1818,-0.3811,0.3316,-0.136,0.8918,NA,"d23_ratio_tnf_il10","ch_pos_entamoeba"
"0",143,222,-0.116078272027972,0.0489081067567568,0.743797426388814,0.927238573646499,0.1077,0.1066,-0.1011,0.3166,1.0109,0.312,0.681503698057072,"d23_ratio_tnf_il10","ch_pos_crypto"
"1",3,3,1.10545793333333,0.4359614,1.86101774800662,0.50726323895241,-0.5741,1.0255,-2.584,1.4359,-0.5598,0.5756,NA,"d23_ratio_tnf_il10","ch_pos_crypto"
"0",43,NA,-0.161832386046512,NA,0.740841853581187,NA,0.0544,0.11,-0.1611,0.27,0.495,0.6206,0.17271396559434,"d23_ratio_tnf_il10","ch_qpcr_pos_trichuris"
"1",2,NA,0.23162675,NA,0.446118123023314,NA,0.1091,0.1737,-0.2314,0.4497,0.6283,0.5298,NA,"d23_ratio_tnf_il10","ch_qpcr_pos_trichuris"
"0",38,NA,-0.111576744736842,NA,0.779256320883818,NA,0.0625,0.111,-0.155,0.2799,0.5629,0.5735,0.525171855325878,"d23_ratio_tnf_il10","ch_qpcr_pos_ascaris"
"1",7,NA,-0.322231828571429,NA,0.368835070371585,NA,0.1195,0.1745,-0.2226,0.4615,0.6846,0.4936,NA,"d23_ratio_tnf_il10","ch_qpcr_pos_ascaris"
"0",120,201,0.378990845833333,0.29027074278607,1.42014527542777,1.65607761655212,-0.007,0.2085,-0.4157,0.4016,-0.0337,0.9731,0.213633163671509,"d23_ratio_il2_il10","diar7d_t2"
"1",30,24,0.28101451,0.355914870833333,1.43443599428649,1.54389765373008,0.0049,0.2129,-0.4124,0.4222,0.0229,0.9817,NA,"d23_ratio_il2_il10","diar7d_t2"
"0",137,208,0.350922345255474,0.288132870192308,1.4494964746715,1.65933355782353,0.0261,0.2018,-0.3696,0.4217,0.1291,0.8973,0.252789582464498,"d23_ratio_il2_il10","diar7d_t3"
"1",13,17,0.448690423076923,0.409102305882353,1.08192498281432,1.44163536431807,0.038,0.2054,-0.3645,0.4405,0.1851,0.8531,NA,"d23_ratio_il2_il10","diar7d_t3"
"0",100,157,0.45238311,0.349264105732484,1.38766463751255,1.74510342662054,-0.0729,0.2175,-0.4991,0.3533,-0.3351,0.7375,0.216977174180609,"d23_ratio_il2_il10","fever7d_t2"
"1",50,68,0.173420516,0.177233994117647,1.47545890994988,1.3765077545759,-0.061,0.2212,-0.4946,0.3726,-0.2759,0.7826,NA,"d23_ratio_il2_il10","fever7d_t2"
"0",121,179,0.347907728099174,0.36208224972067,1.46880515138648,1.70030352435244,0.037,0.2062,-0.3673,0.4412,0.1792,0.8578,0.232061636991557,"d23_ratio_il2_il10","fever7d_t3"
"1",29,46,0.407327644827586,0.0450794239130435,1.20907952490048,1.37560520931435,0.0481,0.2089,-0.3612,0.4575,0.2304,0.8178,NA,"d23_ratio_il2_il10","fever7d_t3"
"0",106,154,0.389664140566038,0.187881100649351,1.4247740160699,1.54170974698838,-0.0719,0.2152,-0.4938,0.3499,-0.3343,0.7382,0.819237767766491,"d23_ratio_il2_il10","ch_pos_giardia"
"1",39,63,0.294414351282051,0.643116555555556,1.47735803823112,1.85072961795031,0.3238,0.3689,-0.3993,1.0469,0.8777,0.3801,NA,"d23_ratio_il2_il10","ch_pos_giardia"
"0",145,216,0.364045231724138,0.318460575925926,1.43455607436303,1.64976546365303,0.0456,0.1962,-0.3391,0.4302,0.2323,0.8163,0.837486165160416,"d23_ratio_il2_il10","ch_pos_entamoeba"
"1",NA,1,NA,0.6625481,NA,NA,0.0582,0.2002,-0.3343,0.4507,0.2908,0.7712,NA,"d23_ratio_il2_il10","ch_pos_entamoeba"
"0",142,214,0.349530398591549,0.322839152336449,1.37210452785249,1.65555496386337,0.0727,0.1918,-0.3032,0.4486,0.3792,0.7046,0.793201502356993,"d23_ratio_il2_il10","ch_pos_crypto"
"1",3,3,1.05108066666667,0.120817966666667,3.83682194826191,0.826001556579165,-1.1195,2.0801,-5.1965,2.9574,-0.5382,0.5904,NA,"d23_ratio_il2_il10","ch_pos_crypto"
"0",43,NA,0.308202976744186,NA,1.42111509413325,NA,-0.0171,0.2155,-0.4395,0.4054,-0.0792,0.9369,0.714336941703184,"d23_ratio_il2_il10","ch_qpcr_pos_trichuris"
"1",2,NA,-0.7441418,NA,0.804223937784545,NA,0.2999,0.3276,-0.3422,0.942,0.9154,0.36,NA,"d23_ratio_il2_il10","ch_qpcr_pos_trichuris"
"0",38,NA,0.180427160526316,NA,1.4413814115777,NA,-0.0153,0.2152,-0.4371,0.4065,-0.0711,0.9433,0.54633471762058,"d23_ratio_il2_il10","ch_qpcr_pos_ascaris"
"1",7,NA,0.701173185714286,NA,1.23231691555465,NA,0.3082,0.3271,-0.3328,0.9492,0.9423,0.346,NA,"d23_ratio_il2_il10","ch_qpcr_pos_ascaris"
"0",121,207,0.323441354480095,0.420219353731998,0.747331152859883,0.716916850927628,0.1743,0.1035,-0.0287,0.3772,1.6832,0.0923,0.0572397856140621,"d23_ratio_th1_il10","diar7d_t2"
"1",30,25,0.519745641005242,0.307604448027527,0.552695274416684,0.491863394891496,0.1885,0.1044,-0.0162,0.3932,1.8053,0.071,NA,"d23_ratio_th1_il10","diar7d_t2"
"0",138,215,0.348685278349179,0.414526316476247,0.732727563951003,0.70027726029805,0.1266,0.0987,-0.0668,0.32,1.2825,0.1997,0.0486098843994358,"d23_ratio_th1_il10","diar7d_t3"
"1",13,17,0.508477285389383,0.326609375342276,0.495671905814806,0.656796969871541,0.1405,0.0995,-0.0546,0.3355,1.4112,0.1582,NA,"d23_ratio_th1_il10","diar7d_t3"
"0",101,162,0.304586476592037,0.417712624238087,0.727378556958281,0.73354944074192,0.1947,0.1111,-0.023,0.4125,1.7531,0.0796,0.0455447808822495,"d23_ratio_th1_il10","fever7d_t2"
"1",50,70,0.47931077972906,0.385801032809168,0.683278214600922,0.605337788592997,0.2089,0.1119,-0.0105,0.4282,1.8665,0.062,NA,"d23_ratio_th1_il10","fever7d_t2"
"0",121,184,0.383038160360834,0.460124208917519,0.754760661633444,0.707791188587745,0.1326,0.0963,-0.0561,0.3213,1.3775,0.1683,0.0444669693446465,"d23_ratio_th1_il10","fever7d_t3"
"1",30,48,0.279371857286261,0.208597145466424,0.531346555029837,0.616808772374778,0.1457,0.0966,-0.0437,0.3352,1.508,0.1315,NA,"d23_ratio_th1_il10","fever7d_t3"
"0",107,162,0.389311996974555,0.38010902853734,0.776035240662505,0.720623221870051,0.066,0.1063,-0.1423,0.2743,0.6211,0.5345,0.821826181315054,"d23_ratio_th1_il10","ch_pos_giardia"
"1",39,62,0.305631034211333,0.453950668822472,0.546029638911637,0.637378470712099,0.2007,0.1466,-0.0865,0.488,1.3697,0.1708,NA,"d23_ratio_th1_il10","ch_pos_giardia"
"0",146,223,0.366958863085749,0.40021554362052,0.720948792824939,0.699508422950877,0.1026,0.0942,-0.0819,0.2872,1.09,0.2757,0.89950420009299,"d23_ratio_th1_il10","ch_pos_entamoeba"
"1",NA,1,NA,0.474537862666415,NA,NA,0.1163,0.095,-0.0699,0.3025,1.2245,0.2208,NA,"d23_ratio_th1_il10","ch_pos_entamoeba"
"0",143,221,0.344348709324393,0.40455105993416,0.690356469817568,0.700185778479918,0.133,0.0945,-0.0523,0.3183,1.4064,0.1596,0.976514619901632,"d23_ratio_th1_il10","ch_pos_crypto"
"1",3,3,1.4447095257104,0.105606614864313,1.43743222545079,0.505485216150792,-1.2242,0.7566,-2.7072,0.2588,-1.6179,0.1057,NA,"d23_ratio_th1_il10","ch_pos_crypto"
"0",43,NA,0.203011087898859,NA,0.765131879212057,NA,0.0214,0.0986,-0.1718,0.2146,0.2172,0.8281,0.00582125277751612,"d23_ratio_th1_il10","ch_qpcr_pos_trichuris"
"1",2,NA,0.642956654781868,NA,0.00480884736620255,NA,-0.3528,0.175,-0.6958,-0.0098,-2.0159,0.0438,NA,"d23_ratio_th1_il10","ch_qpcr_pos_trichuris"
"0",38,NA,0.218023280918433,NA,0.724716977706478,NA,0.0207,0.0985,-0.1723,0.2137,0.2101,0.8336,0.0276826227601821,"d23_ratio_th1_il10","ch_qpcr_pos_ascaris"
"1",7,NA,0.247215059187745,NA,0.959154745625973,NA,-0.3578,0.1758,-0.7024,-0.0132,-2.0352,0.0418,NA,"d23_ratio_th1_il10","ch_qpcr_pos_ascaris"
"0",121,205,0.641805412288825,0.573485184930176,0.86046194097724,0.849987739019518,-0.0528,0.1077,-0.2639,0.1583,-0.4904,0.6239,0.020525206395356,"d23_ratio_th2_il10","diar7d_t2"
"1",30,26,0.698121314783688,0.278436753322559,0.628608583895781,0.583320417847978,-0.0383,0.1087,-0.2513,0.1747,-0.3527,0.7243,NA,"d23_ratio_th2_il10","diar7d_t2"
"0",138,214,0.63134447183297,0.554613550598812,0.832944928900819,0.827794021576583,-0.0627,0.1001,-0.2588,0.1334,-0.6268,0.5308,0.0275131853775309,"d23_ratio_th2_il10","diar7d_t3"
"1",13,17,0.882812093654512,0.359795215819222,0.617886733933555,0.842113059730744,-0.0482,0.101,-0.2462,0.1498,-0.4775,0.633,NA,"d23_ratio_th2_il10","diar7d_t3"
"0",101,160,0.619951401039262,0.597498100458019,0.842020045499975,0.846890370078989,0.0068,0.106,-0.2009,0.2146,0.0645,0.9486,0.0186505009080249,"d23_ratio_th2_il10","fever7d_t2"
"1",50,71,0.719740056509861,0.411325667940696,0.771297937773655,0.77605181700854,0.022,0.1068,-0.1874,0.2314,0.2061,0.8367,NA,"d23_ratio_th2_il10","fever7d_t2"
"0",121,182,0.665475734029403,0.571660302913955,0.860102586513187,0.823260173016798,-0.0941,0.1027,-0.2953,0.1071,-0.9164,0.3594,0.0324255745897233,"d23_ratio_th2_il10","fever7d_t3"
"1",30,49,0.602651017096692,0.42370700748434,0.630130444961513,0.846337543458859,-0.0798,0.1034,-0.2825,0.1229,-0.7715,0.4404,NA,"d23_ratio_th2_il10","fever7d_t3"
"0",107,161,0.654461585225679,0.512069770599918,0.882226801239113,0.806711081547788,-0.111,0.1188,-0.3438,0.1219,-0.9338,0.3504,0.476911126272874,"d23_ratio_th2_il10","ch_pos_giardia"
"1",39,62,0.625470430241499,0.574414880260152,0.576497015268422,0.900064960443067,-0.0554,0.1456,-0.3408,0.23,-0.3803,0.7038,NA,"d23_ratio_th2_il10","ch_pos_giardia"
"0",146,222,0.646717372592919,0.528525981761291,0.810089970930279,0.833892501006722,-0.0967,0.0934,-0.2797,0.0863,-1.0355,0.3005,0.466163883183004,"d23_ratio_th2_il10","ch_pos_entamoeba"
"1",NA,1,NA,0.724187691709542,NA,NA,-0.082,0.0942,-0.2666,0.1027,-0.8701,0.3842,NA,"d23_ratio_th2_il10","ch_pos_entamoeba"
