"subgroup","n_Control","n_NWSH","mean_Control","mean_NWSH","sd_Control","sd_NWSH","RD","SE","ci.lb","ci.ub","z","P-value","int_Pval","Y","V"
"0",103,158,0.235384590291262,0.0306657936708861,1.46047564822446,1.39804327482866,-0.1296,0.1921,-0.5061,0.2468,-0.6749,0.4997,0.197590116289445,"d23_ratio_il21_il10","ch_pos_giardia"
"1",39,60,-0.00468379230769232,0.20528711,1.43174964824811,1.45296309120071,0.2402,0.3199,-0.3868,0.8672,0.7509,0.4527,NA,"d23_ratio_il21_il10","ch_pos_giardia"
"0",142,217,0.169450316197183,0.0799672958525346,1.45156242039125,1.41530756609243,-0.0258,0.1701,-0.3592,0.3076,-0.1515,0.8796,0.165585924126231,"d23_ratio_il21_il10","ch_pos_entamoeba"
"1",NA,1,NA,-0.1904812,NA,NA,-0.0076,0.1705,-0.3417,0.3266,-0.0443,0.9647,NA,"d23_ratio_il21_il10","ch_pos_entamoeba"
"0",139,215,0.141726416546763,0.0718822418604651,1.4249563705927,1.41996837029837,-0.0019,0.1692,-0.3336,0.3298,-0.0113,0.991,0.143505193770002,"d23_ratio_il21_il10","ch_pos_crypto"
"1",3,3,1.453991,0.569246666666667,2.43163066154299,0.509488874754261,-0.9252,1.2807,-3.4354,1.585,-0.7224,0.4701,NA,"d23_ratio_il21_il10","ch_pos_crypto"
"0",42,NA,0.113115883333333,NA,1.66974401510239,NA,-0.0942,0.1875,-0.4616,0.2732,-0.5025,0.6153,0.479690386458173,"d23_ratio_il21_il10","ch_qpcr_pos_trichuris"
"1",2,NA,0.86827935,NA,1.08756084718854,NA,0.0681,0.2351,-0.3928,0.529,0.2896,0.7721,NA,"d23_ratio_il21_il10","ch_qpcr_pos_trichuris"
"0",37,NA,0.204869854054054,NA,1.6948455805744,NA,-0.0953,0.1877,-0.4632,0.2725,-0.5081,0.6114,0.772338675839621,"d23_ratio_il21_il10","ch_qpcr_pos_ascaris"
"1",7,NA,-0.1561084,NA,1.43783736022279,NA,0.0541,0.2313,-0.3993,0.5074,0.2337,0.8152,NA,"d23_ratio_il21_il10","ch_qpcr_pos_ascaris"
"0",121,207,0.686083799173554,0.921027352657005,1.10753278118154,1.1473778789174,0.1397,0.1332,-0.1214,0.4009,1.0489,0.2942,0.0339100102119601,"d23_ratio_gmc_il10","diar7d_t2"
"1",30,26,0.496951226666667,0.640861869230769,0.787284502090095,0.825407825222035,0.1512,0.1331,-0.1096,0.4121,1.1366,0.2557,NA,"d23_ratio_gmc_il10","diar7d_t2"
"0",138,216,0.587915803623188,0.88815878287037,1.04431242598835,1.11940749640644,0.2011,0.1158,-0.0258,0.428,1.7372,0.0824,0.0504415389842176,"d23_ratio_gmc_il10","diar7d_t3"
"1",13,17,1.29171504615385,0.910163147058824,0.94580260280236,1.13526514390189,0.2126,0.116,-0.0147,0.4399,1.8335,0.0667,NA,"d23_ratio_gmc_il10","diar7d_t3"
"0",101,162,0.665185548514851,0.851552402469136,1.10105088359543,1.15480314815859,0.1131,0.1433,-0.1677,0.3939,0.7895,0.4298,0.0577379721916005,"d23_ratio_gmc_il10","fever7d_t2"
"1",50,71,0.614818722,0.976951850704225,0.955264000088718,1.03204723641476,0.1246,0.1426,-0.155,0.4042,0.8735,0.3824,NA,"d23_ratio_gmc_il10","fever7d_t2"
"0",121,184,0.679535772727273,0.908302375,1.08412192002809,1.13323125547154,0.1017,0.1271,-0.1475,0.3508,0.7998,0.4238,0.0693782454064963,"d23_ratio_gmc_il10","fever7d_t3"
"1",30,49,0.5233616,0.820151706122449,0.917366978051276,1.0677850031969,0.1135,0.1263,-0.134,0.3611,0.8988,0.3688,NA,"d23_ratio_gmc_il10","fever7d_t3"
"0",107,162,0.642287672897196,0.830427938271605,1.12227663881007,1.09792845198525,0.0869,0.1283,-0.1646,0.3385,0.6774,0.4982,0.960840405623145,"d23_ratio_gmc_il10","ch_pos_giardia"
"1",39,63,0.691261748717949,1.04365666190476,0.839370969343193,1.16517396958214,0.2568,0.1747,-0.0856,0.5992,1.4702,0.1415,NA,"d23_ratio_gmc_il10","ch_pos_giardia"
"0",146,224,0.655369789041096,0.890030496875,1.05159558731029,1.12116185925954,0.13,0.1155,-0.0963,0.3564,1.1259,0.2602,0.952482510145924,"d23_ratio_gmc_il10","ch_pos_entamoeba"
"1",NA,1,NA,0.9128644,NA,NA,0.1418,0.1152,-0.0841,0.3676,1.2305,0.2185,NA,"d23_ratio_gmc_il10","ch_pos_entamoeba"
"0",143,222,0.649833418181818,0.886990252702703,1.04425800208033,1.12423862618813,0.1343,0.1182,-0.0974,0.3661,1.1359,0.256,0.938826798973406,"d23_ratio_gmc_il10","ch_pos_crypto"
"1",3,3,0.919270133333333,1.12261986666667,1.62603722721627,0.641634227099095,0.0521,0.6588,-1.2392,1.3434,0.079,0.937,NA,"d23_ratio_gmc_il10","ch_pos_crypto"
"0",43,NA,0.650851260465116,NA,0.996013868508923,NA,0.0936,0.1331,-0.1674,0.3545,0.7028,0.4822,0.514445316739506,"d23_ratio_gmc_il10","ch_qpcr_pos_trichuris"
"1",2,NA,1.1699983,NA,0.671644951845973,NA,0.1884,0.1421,-0.0902,0.4669,1.3253,0.1851,NA,"d23_ratio_gmc_il10","ch_qpcr_pos_trichuris"
"0",38,NA,0.7074591,NA,0.906644783584185,NA,0.0997,0.1337,-0.1624,0.3617,0.7454,0.4561,0.769473495336897,"d23_ratio_gmc_il10","ch_qpcr_pos_ascaris"
"1",7,NA,0.491879285714286,NA,1.41085769789617,NA,0.1972,0.143,-0.0832,0.4775,1.3785,0.168,NA,"d23_ratio_gmc_il10","ch_qpcr_pos_ascaris"
"0",118,205,0.10889619192403,0.0639273856029013,0.60793041714006,0.667549708621787,-0.0545,0.0861,-0.2232,0.1142,-0.6329,0.5268,0.380768212110068,"d23_ratio_th1_th17","diar7d_t2"
"1",30,23,0.250099997393321,0.118734080672559,0.635763419636792,0.395146444117687,-0.1588,0.1263,-0.4064,0.0888,-1.2568,0.2088,NA,"d23_ratio_th1_th17","diar7d_t2"
"0",136,213,0.168644256611813,0.0746860723195671,0.598019221898846,0.642365332215587,-0.1142,0.0798,-0.2707,0.0423,-1.4304,0.1526,0.490425179323047,"d23_ratio_th1_th17","diar7d_t3"
"1",12,15,-0.215239027530951,-0.00480903333361005,0.709333785356619,0.698847415038069,-0.2276,0.1247,-0.472,0.0169,-1.8248,0.068,NA,"d23_ratio_th1_th17","diar7d_t3"
"0",98,160,0.100373242921986,0.0821747346562187,0.570022604555443,0.689885963771698,-0.0303,0.0978,-0.2221,0.1615,-0.3099,0.7567,0.406983379548565,"d23_ratio_th1_th17","fever7d_t2"
"1",50,68,0.21032345524961,0.0395300052804212,0.692839617269779,0.527491459551434,-0.1362,0.1366,-0.404,0.1316,-0.9969,0.3188,NA,"d23_ratio_th1_th17","fever7d_t2"
"0",118,180,0.116422996759398,0.110340995136122,0.651901280069617,0.624740252061279,-0.0153,0.0862,-0.1841,0.1536,-0.1775,0.8591,0.333023155455042,"d23_ratio_th1_th17","fever7d_t3"
"1",30,48,0.220494565040872,-0.0838621087591325,0.43383551575563,0.701233923290107,-0.1217,0.1256,-0.3679,0.1245,-0.9689,0.3326,NA,"d23_ratio_th1_th17","fever7d_t3"
"0",103,161,0.167503781056947,0.0642405918885302,0.638209872330354,0.660390728066907,-0.1337,0.0963,-0.3224,0.0549,-1.3894,0.1647,0.122344040014299,"d23_ratio_th1_th17","ch_pos_giardia"
"1",40,59,0.116501649483459,0.0895258825717212,0.519606262243271,0.593652412864325,0.0016,0.1316,-0.2564,0.2596,0.0121,0.9904,NA,"d23_ratio_th1_th17","ch_pos_giardia"
"0",143,219,0.153237450546881,0.0710962527407857,0.606016710626865,0.64340845567414,-0.0945,0.0798,-0.2508,0.0619,-1.1839,0.2364,0.150263937308259,"d23_ratio_th1_th17","ch_pos_entamoeba"
"1",NA,1,NA,0.0546830155528485,NA,NA,-0.2047,0.1266,-0.4528,0.0434,-1.6168,0.1059,NA,"d23_ratio_th1_th17","ch_pos_entamoeba"
"0",140,217,0.149481443886887,0.0755361112836488,0.602739731469599,0.644895980207954,-0.0882,0.0814,-0.2478,0.0714,-1.0827,0.2789,0.150736752009193,"d23_ratio_th1_th17","ch_pos_crypto"
"1",3,3,0.32851776134657,-0.255524594255627,0.882670046018992,0.212082674864271,-0.4989,0.3903,-1.2638,0.266,-1.2784,0.2011,NA,"d23_ratio_th1_th17","ch_pos_crypto"
"0",42,NA,0.00771529383522898,NA,0.691632282667324,NA,-0.1385,0.0769,-0.2892,0.0123,-1.8001,0.0718,0.152765254715162,"d23_ratio_th1_th17","ch_qpcr_pos_trichuris"
"1",2,NA,0.0354723519716555,NA,0.096429704954578,NA,0.0187,0.0956,-0.1687,0.2061,0.1955,0.845,NA,"d23_ratio_th1_th17","ch_qpcr_pos_trichuris"
"0",37,NA,-0.00707596110816497,NA,0.727737752747493,NA,-0.1383,0.0768,-0.2889,0.0123,-1.8,0.0719,0.132828714995851,"d23_ratio_th1_th17","ch_qpcr_pos_ascaris"
"1",7,NA,0.0938282294321475,NA,0.288016172935989,NA,0.0186,0.0958,-0.1691,0.2063,0.1943,0.846,NA,"d23_ratio_th1_th17","ch_qpcr_pos_ascaris"
"0",122,210,0.0251365155737705,-0.00415601571428571,0.71120455853193,0.797996830904266,-0.0146,0.0981,-0.2068,0.1776,-0.1487,0.8818,0.0592022051923135,"d23_ratio_il12_il17","diar7d_t2"
"1",30,25,0.200072193333333,0.242246412,0.705771514607386,0.888419525911085,-0.006,0.0995,-0.2011,0.189,-0.0606,0.9517,NA,"d23_ratio_il12_il17","diar7d_t2"
"0",139,218,0.0701190748201439,0.0151239247706422,0.704407189397021,0.784937785859636,-0.0523,0.0911,-0.2309,0.1263,-0.574,0.566,0.0593098027493305,"d23_ratio_il12_il17","diar7d_t3"
"1",13,17,-0.0521331307692308,0.110963611764706,0.802785930519326,1.10526630585805,-0.0443,0.0924,-0.2254,0.1369,-0.4789,0.632,NA,"d23_ratio_il12_il17","diar7d_t3"
"0",101,164,0.036971699009901,0.0154456798780488,0.773747422618958,0.909981929316202,-0.0242,0.1172,-0.254,0.2056,-0.2064,0.8365,0.0654202495060422,"d23_ratio_il12_il17","fever7d_t2"
"1",51,71,0.104601550980392,0.0373282464788732,0.57204725564059,0.51257940906698,-0.0162,0.1187,-0.2489,0.2164,-0.1369,0.8911,NA,"d23_ratio_il12_il17","fever7d_t2"
"0",122,186,0.0372370672131148,0.0631907075268817,0.766777161688996,0.835168137203629,0.0346,0.0982,-0.1579,0.2271,0.3521,0.7248,0.0484733466388174,"d23_ratio_il12_il17","fever7d_t3"
"1",30,49,0.150863283333333,-0.134083155102041,0.412432385142108,0.689843106959456,0.0417,0.0995,-0.1534,0.2368,0.4193,0.675,NA,"d23_ratio_il12_il17","fever7d_t3"
"0",107,165,0.0937256542056075,-0.0296280878787879,0.73377409167828,0.74841159042069,-0.1192,0.1043,-0.3236,0.0853,-1.1425,0.2532,0.5619296667277,"d23_ratio_il12_il17","ch_pos_giardia"
"1",40,62,-0.00492477249999999,0.176061464516129,0.66824326084011,0.968143468363551,0.1828,0.2029,-0.2149,0.5805,0.901,0.3676,NA,"d23_ratio_il12_il17","ch_pos_giardia"
"0",147,226,0.0668820006802721,0.0274710694690266,0.715636282603132,0.818937931083903,-0.0337,0.0919,-0.2137,0.1463,-0.3669,0.7137,0.631498716011161,"d23_ratio_il12_il17","ch_pos_entamoeba"
"1",NA,1,NA,-0.1812854,NA,NA,-0.0259,0.0934,-0.2089,0.1572,-0.2771,0.7817,NA,"d23_ratio_il12_il17","ch_pos_entamoeba"
"0",144,224,0.06165783125,0.0272886379464286,0.708785625589399,0.821270476175941,-0.0257,0.0935,-0.2089,0.1574,-0.2752,0.7831,0.65123452067896,"d23_ratio_il12_il17","ch_pos_crypto"
"1",3,3,0.317642133333333,-0.0284928666666667,1.17031196762264,0.511041973014158,-0.4777,0.5792,-1.613,0.6576,-0.8247,0.4095,NA,"d23_ratio_il12_il17","ch_pos_crypto"
"0",43,NA,-0.160353981395349,NA,0.945145837738743,NA,-0.1229,0.0894,-0.2981,0.0524,-1.3742,0.1694,0.0587921569918328,"d23_ratio_il12_il17","ch_qpcr_pos_trichuris"
"1",2,NA,0.1728544,NA,0.589547591808515,NA,-0.1118,0.0945,-0.297,0.0733,-1.1839,0.2365,NA,"d23_ratio_il12_il17","ch_qpcr_pos_trichuris"
"0",38,NA,-0.198674915789474,NA,0.996503213884935,NA,-0.1219,0.0891,-0.2964,0.0527,-1.3685,0.1711,0.0386522833721,"d23_ratio_il12_il17","ch_qpcr_pos_ascaris"
"1",7,NA,0.142876342857143,NA,0.328409318298856,NA,-0.109,0.0938,-0.2927,0.0748,-1.1624,0.2451,NA,"d23_ratio_il12_il17","ch_qpcr_pos_ascaris"
"0",122,210,0.137357676229508,-0.0637827471428571,0.673300550042887,0.710213558764923,-0.1919,0.0967,-0.3815,-0.0023,-1.984,0.0473,0.135155017070347,"d23_ratio_ifn_il17","diar7d_t2"
"1",30,26,0.118566856666667,0.119615453846154,0.573046609696563,0.425677511254332,-0.1882,0.096,-0.3763,0,-1.9603,0.05,NA,"d23_ratio_ifn_il17","diar7d_t2"
"0",139,219,0.141466851798561,-0.0275679228310502,0.650588679112232,0.69792744029609,-0.1833,0.0905,-0.3607,-0.0058,-2.0245,0.0429,0.159867701590856,"d23_ratio_ifn_il17","diar7d_t3"
"1",13,17,0.0500576769230769,-0.249823529411765,0.699700624421089,0.484821352739201,-0.1797,0.0897,-0.3556,-0.0038,-2.0027,0.0452,NA,"d23_ratio_ifn_il17","diar7d_t3"
"0",101,164,0.152491527722772,-0.0299820048780488,0.692706897434883,0.734528437893505,-0.2047,0.1108,-0.422,0.0125,-1.8472,0.0647,0.135277658887735,"d23_ratio_ifn_il17","fever7d_t2"
"1",51,72,0.0963332921568627,-0.0745461986111111,0.570855538476104,0.565254529730191,-0.2009,0.1102,-0.4169,0.0151,-1.8231,0.0683,NA,"d23_ratio_ifn_il17","fever7d_t2"
"0",122,186,0.13127877704918,-0.0274014924731183,0.683097962384162,0.712425813594193,-0.1614,0.0963,-0.3501,0.0274,-1.6756,0.0938,0.148176707662432,"d23_ratio_ifn_il17","fever7d_t3"
"1",30,50,0.143287713333333,-0.10375395,0.522597196042229,0.582077682008653,-0.1578,0.0953,-0.3445,0.0289,-1.6565,0.0976,NA,"d23_ratio_ifn_il17","fever7d_t3"
"0",107,165,0.144279938317757,-0.0645238775757576,0.606621411292818,0.759496685328952,-0.2214,0.0882,-0.3943,-0.0486,-2.5106,0.0121,0.57067826806276,"d23_ratio_ifn_il17","ch_pos_giardia"
"1",40,63,0.12896122,0.0223448634920635,0.761371727582973,0.455227188344733,-0.068,0.1615,-0.3845,0.2485,-0.421,0.6738,NA,"d23_ratio_ifn_il17","ch_pos_giardia"
"0",147,227,0.140111579591837,-0.040622459030837,0.649665417825987,0.690622575247268,-0.18,0.0848,-0.3463,-0.0138,-2.1225,0.0338,0.625248462906848,"d23_ratio_ifn_il17","ch_pos_entamoeba"
"1",NA,1,NA,-0.0174152,NA,NA,-0.1764,0.0841,-0.3413,-0.0115,-2.0963,0.0361,NA,"d23_ratio_ifn_il17","ch_pos_entamoeba"
"0",144,225,0.132963107638889,-0.037262928,0.637789038475551,0.69243050310393,-0.1704,0.0858,-0.3386,-0.0023,-1.9863,0.047,0.630622173414677,"d23_ratio_ifn_il17","ch_pos_crypto"
"1",3,3,0.483238233333333,-0.284851533333333,1.24341099708276,0.326245003456916,-0.7379,0.5423,-1.8008,0.3249,-1.3608,0.1736,NA,"d23_ratio_ifn_il17","ch_pos_crypto"
"0",43,NA,-0.034090188372093,NA,0.853293617699882,NA,-0.2369,0.0763,-0.3864,-0.0874,-3.1065,0.0019,0.296667378483712,"d23_ratio_ifn_il17","ch_qpcr_pos_trichuris"
"1",2,NA,0.18586145,NA,0.246003226992259,NA,-0.0304,0.1505,-0.3254,0.2646,-0.2023,0.8397,NA,"d23_ratio_ifn_il17","ch_qpcr_pos_trichuris"
"0",38,NA,-0.0620151342105263,NA,0.883634987820088,NA,-0.2393,0.0766,-0.3894,-0.0892,-3.1252,0.0018,0.19843000080369,"d23_ratio_ifn_il17","ch_qpcr_pos_ascaris"
"1",7,NA,0.1803457,NA,0.499396954201628,NA,-0.0416,0.1534,-0.3423,0.2591,-0.2713,0.7861,NA,"d23_ratio_ifn_il17","ch_qpcr_pos_ascaris"
"0",118,205,-0.120294683898305,0.157968774146341,1.44538177545894,1.43164555218475,0.2448,0.2376,-0.2208,0.7105,1.0305,0.3028,0.259913137837103,"d23_ratio_il12_il21","diar7d_t2"
"1",30,23,0.18225849,0.185194365217391,1.13091051741794,1.51205241344887,0.4952,0.2633,-0.0209,1.0112,1.8807,0.06,NA,"d23_ratio_il12_il21","diar7d_t2"
"0",136,213,0.00638150882352942,0.141375278873239,1.4148200427398,1.38981286044444,0.082,0.2191,-0.3475,0.5115,0.3742,0.7083,0.25331940954464,"d23_ratio_il12_il21","diar7d_t3"
"1",12,15,-0.799575266666667,0.435342313333333,0.757563027712303,2.03062855141633,0.3459,0.2479,-0.1399,0.8318,1.3957,0.1628,NA,"d23_ratio_il12_il21","diar7d_t3"
"0",98,160,-0.186611001020408,0.184850303125,1.35075147270351,1.54169549049599,0.3157,0.2608,-0.1955,0.8269,1.2105,0.2261,0.213034994940235,"d23_ratio_il12_il21","fever7d_t2"
"1",50,68,0.191217202,0.103926773529412,1.44279806045353,1.16033029802055,0.553,0.301,-0.037,1.1431,1.8371,0.0662,NA,"d23_ratio_il12_il21","fever7d_t2"
"0",118,180,-0.104762855084746,0.243029837777778,1.45061029542631,1.44954683111998,0.2704,0.2277,-0.1759,0.7167,1.1875,0.235,0.245746433924676,"d23_ratio_il12_il21","fever7d_t3"
"1",30,48,0.12116663,-0.14796461875,1.11860125071893,1.35684787375592,0.507,0.2621,-0.0068,1.0207,1.9341,0.0531,NA,"d23_ratio_il12_il21","fever7d_t3"
"0",103,161,-0.0621596553398058,0.174751802484472,1.36868995802643,1.41300164081018,0.1711,0.241,-0.3013,0.6435,0.71,0.4777,0.207815584881727,"d23_ratio_il12_il21","ch_pos_giardia"
"1",40,59,0.0596668275,0.130870003389831,1.39861551312731,1.5657883966473,0.0538,0.3106,-0.555,0.6626,0.1732,0.8625,NA,"d23_ratio_il12_il21","ch_pos_giardia"
"0",143,219,-0.0280823174825175,0.162016789497717,1.37327187202863,1.45527845059121,0.1389,0.2075,-0.2678,0.5457,0.6695,0.5032,0.16761893874897,"d23_ratio_il12_il21","ch_pos_entamoeba"
"1",NA,1,NA,0.3746935,NA,NA,0.3785,0.2443,-0.1004,0.8574,1.5491,0.1214,NA,"d23_ratio_il12_il21","ch_pos_entamoeba"
"0",140,217,-0.0222054892857143,0.173069259447005,1.38117480955842,1.4593838204869,0.1415,0.2097,-0.2695,0.5525,0.6747,0.4998,0.160747435315355,"d23_ratio_il12_il21","ch_pos_crypto"
"1",3,3,-0.3023343,-0.566552966666667,1.09575696916638,0.19665546813151,-0.1536,0.5923,-1.3145,1.0073,-0.2593,0.7954,NA,"d23_ratio_il12_il21","ch_pos_crypto"
"0",42,NA,-0.159114338095238,NA,1.76692307572123,NA,0.1038,0.2103,-0.3085,0.516,0.4933,0.6218,0.625268995414138,"d23_ratio_il12_il21","ch_qpcr_pos_trichuris"
"1",2,NA,-0.4899103,NA,0.75333982670358,NA,0.3845,0.2508,-0.107,0.8761,1.5332,0.1252,NA,"d23_ratio_il12_il21","ch_qpcr_pos_trichuris"
"0",37,NA,-0.239980145945946,NA,1.77662052610379,NA,0.0992,0.2088,-0.3099,0.5084,0.4754,0.6345,0.464198290172469,"d23_ratio_il12_il21","ch_qpcr_pos_ascaris"
"1",7,NA,0.173806085714286,NA,1.53522924742987,NA,0.3741,0.2473,-0.1107,0.8588,1.5124,0.1304,NA,"d23_ratio_il12_il21","ch_qpcr_pos_ascaris"
"0",118,205,-0.0130658525423729,0.0940287619512195,1.39358937924478,1.30226521502637,0.0597,0.2062,-0.3443,0.4638,0.2898,0.772,0.241581503189779,"d23_ratio_ifn_il21","diar7d_t2"
"1",30,24,0.100753096666667,0.0192285666666667,1.00694871460056,1.27334251110506,0.2927,0.2372,-0.1722,0.7576,1.234,0.2172,NA,"d23_ratio_ifn_il21","diar7d_t2"
"0",136,214,0.0756219919117647,0.0897053252336449,1.33537853696031,1.28574807665915,-0.0533,0.1913,-0.4283,0.3218,-0.2784,0.7807,0.268373165095757,"d23_ratio_ifn_il21","diar7d_t3"
"1",12,15,-0.733647383333333,0.03602948,0.903546229856988,1.49317536132651,0.1595,0.2166,-0.265,0.584,0.7365,0.4614,NA,"d23_ratio_ifn_il21","diar7d_t3"
"0",98,160,-0.0726633642857143,0.13517439125,1.28429581222905,1.3159039639041,0.1407,0.2233,-0.2971,0.5784,0.6298,0.5288,0.217286687596557,"d23_ratio_ifn_il21","fever7d_t2"
"1",50,69,0.17203664,-0.027398852173913,1.39212949340944,1.2530894377925,0.3598,0.2377,-0.1061,0.8257,1.5136,0.1301,NA,"d23_ratio_ifn_il21","fever7d_t2"
"0",118,180,-0.0163297398305085,0.147139344444444,1.37675768892816,1.29293811759214,0.0965,0.1986,-0.2927,0.4857,0.4859,0.627,0.262729565737394,"d23_ratio_ifn_il21","fever7d_t3"
"1",30,49,0.113591053333333,-0.137708167346939,1.09491328726859,1.29917897085025,0.3275,0.2277,-0.1188,0.7738,1.4382,0.1504,NA,"d23_ratio_ifn_il21","fever7d_t3"
"0",103,161,-0.0197196,0.136324210559006,1.30775009545692,1.30240779179697,0.0895,0.2065,-0.3153,0.4942,0.4333,0.6648,0.287423141729339,"d23_ratio_ifn_il21","ch_pos_giardia"
"1",40,60,0.1935528275,-0.04659386,1.25971725088248,1.28643010919239,-0.2876,0.2702,-0.8173,0.242,-1.0645,0.2871,NA,"d23_ratio_ifn_il21","ch_pos_giardia"
"0",143,220,0.0399370230769231,0.0846091027272727,1.29364793465868,1.30033219712009,-0.0128,0.1795,-0.3646,0.3391,-0.0711,0.9433,0.243822446552939,"d23_ratio_ifn_il21","ch_pos_entamoeba"
"1",NA,1,NA,0.5385637,NA,NA,0.1968,0.212,-0.2187,0.6123,0.9286,0.3531,NA,"d23_ratio_ifn_il21","ch_pos_entamoeba"
"0",140,218,0.0437229235714286,0.0991802793577982,1.30177983150957,1.30056241198871,-0.0087,0.1789,-0.3595,0.342,-0.0488,0.9611,0.233967198034976,"d23_ratio_ifn_il21","ch_pos_crypto"
"1",3,3,-0.136738333333333,-0.822911533333333,0.997804187652734,0.685858514524281,-0.3779,0.5413,-1.4388,0.683,-0.6982,0.4851,NA,"d23_ratio_ifn_il21","ch_pos_crypto"
"0",42,NA,-0.0296164547619048,NA,1.60329157219658,NA,-0.023,0.1965,-0.4081,0.3621,-0.1171,0.9068,0.754558538398207,"d23_ratio_ifn_il21","ch_qpcr_pos_trichuris"
"1",2,NA,-0.4769035,NA,1.58889085763639,NA,-0.0674,0.24,-0.5379,0.4031,-0.2807,0.7789,NA,"d23_ratio_ifn_il21","ch_qpcr_pos_trichuris"
"0",37,NA,-0.0993682891891892,NA,1.63422113703057,NA,-0.0278,0.1963,-0.4125,0.3569,-0.1416,0.8874,0.563658431769127,"d23_ratio_ifn_il21","ch_qpcr_pos_ascaris"
"1",7,NA,0.211275514285714,NA,1.38962528447922,NA,-0.0774,0.2374,-0.5426,0.3879,-0.3258,0.7445,NA,"d23_ratio_ifn_il21","ch_qpcr_pos_ascaris"
