"subgroup","n_Control","n_NWSH","mean_Control","mean_NWSH","sd_Control","sd_NWSH","RD","SE","ci.lb","ci.ub","z","P-value","int_Pval","Y","V"
"0",119,172,-2.59189633697479,-2.60627119476744,1.18684196418068,1.14982119960728,-0.1539,0.1536,-0.4549,0.1471,-1.002,0.3163,0.258014322231092,"t2_ratio_il2_il10","ch_pos_giardia"
"1",44,64,-2.83456442954545,-2.77633455625,1.03690145584731,1.19079797450673,-0.0493,0.2296,-0.4993,0.4007,-0.2147,0.83,NA,"t2_ratio_il2_il10","ch_pos_giardia"
"0",163,235,-2.65740183435583,-2.65348189829787,1.15024900231811,1.16335441410836,-0.1265,0.1424,-0.4056,0.1526,-0.8882,0.3745,0.17386739874297,"t2_ratio_il2_il10","ch_pos_entamoeba"
"1",NA,1,NA,-2.395811,NA,NA,-0.2218,0.1527,-0.521,0.0774,-1.4529,0.1463,NA,"t2_ratio_il2_il10","ch_pos_entamoeba"
"0",159,233,-2.67889423647799,-2.65481715922747,1.14594644021679,1.16823554911433,-0.1128,0.1449,-0.3968,0.1713,-0.7781,0.4365,0.153678317657901,"t2_ratio_il2_il10","ch_pos_crypto"
"1",4,3,-1.80307885,-2.46388633333333,1.13436309907035,0.110859306530094,-0.5525,0.5757,-1.681,0.5759,-0.9597,0.3372,NA,"t2_ratio_il2_il10","ch_pos_crypto"
"0",46,NA,-2.62161689347826,NA,1.25266052034251,NA,-0.1041,0.1503,-0.3987,0.1904,-0.6928,0.4884,0.832179836266316,"t2_ratio_il2_il10","ch_qpcr_pos_trichuris"
"1",2,NA,-2.198487,NA,0.673496581663188,NA,0.2538,0.2168,-0.1712,0.6788,1.1706,0.2418,NA,"t2_ratio_il2_il10","ch_qpcr_pos_trichuris"
"0",41,NA,-2.51662039268293,NA,1.1578218913362,NA,-0.1023,0.1517,-0.3997,0.1951,-0.6743,0.5001,0.709069341463006,"t2_ratio_il2_il10","ch_qpcr_pos_ascaris"
"1",7,NA,-3.11570214285714,NA,1.61456416894864,NA,0.2556,0.2184,-0.1724,0.6836,1.1706,0.2417,NA,"t2_ratio_il2_il10","ch_qpcr_pos_ascaris"
"0",138,218,1.19913700816645,1.03886595669799,0.574070170847675,0.523439604681751,-0.1586,0.073,-0.3016,-0.0155,-2.1729,0.0298,0.65221390815387,"t2_ratio_th1_il10","diar7d_t2"
"1",31,31,1.15063644443187,0.954873049291622,0.400384342808227,0.437739617669426,-0.1665,0.0723,-0.3082,-0.0248,-2.3032,0.0213,NA,"t2_ratio_th1_il10","diar7d_t2"
"0",114,170,1.25666286275228,1.07751299164788,0.60244311792001,0.528681336649773,-0.1859,0.0799,-0.3425,-0.0294,-2.3277,0.0199,0.554085281136918,"t2_ratio_th1_il10","fever7d_t2"
"1",55,79,1.05256491910179,0.922742208962832,0.371697816851908,0.465025818104041,-0.1931,0.0788,-0.3476,-0.0387,-2.4506,0.0143,NA,"t2_ratio_th1_il10","fever7d_t2"
"0",120,177,1.18168276516086,1.04223346787534,0.584967787215486,0.516081514245442,-0.1337,0.0767,-0.2839,0.0166,-1.7441,0.0811,0.356275363527602,"t2_ratio_th1_il10","ch_pos_giardia"
"1",44,63,1.19024886433485,1.01814171970952,0.446670436345222,0.519830383132671,-0.1449,0.0986,-0.3382,0.0483,-1.4698,0.1416,NA,"t2_ratio_th1_il10","ch_pos_giardia"
"0",164,239,1.18398098689046,1.03508122853082,0.549968070111833,0.517010456127047,-0.1368,0.0649,-0.2641,-0.0095,-2.1071,0.0351,0.363294310030414,"t2_ratio_th1_il10","ch_pos_entamoeba"
"1",NA,1,NA,1.23383853676966,NA,NA,-0.1442,0.0644,-0.2703,-0.0181,-2.2406,0.025,NA,"t2_ratio_th1_il10","ch_pos_entamoeba"
"0",160,237,1.17999739113552,1.03380098976519,0.550553151764955,0.516929149957177,-0.1354,0.0664,-0.2655,-0.0053,-2.0406,0.0413,0.353215396832752,"t2_ratio_th1_il10","ch_pos_crypto"
"1",4,3,1.34332481708804,1.20247252709537,0.578324987271818,0.504725471334381,-0.1185,0.1847,-0.4805,0.2436,-0.6413,0.5214,NA,"t2_ratio_th1_il10","ch_pos_crypto"
"0",46,NA,1.12229754172927,NA,0.510422285418238,NA,-0.1609,0.0755,-0.3089,-0.013,-2.1317,0.033,0.79410099179212,"t2_ratio_th1_il10","ch_qpcr_pos_trichuris"
"1",2,NA,0.967323262459664,NA,0.132352128253435,NA,-0.1248,0.0827,-0.2868,0.0372,-1.5097,0.1311,NA,"t2_ratio_th1_il10","ch_qpcr_pos_trichuris"
"0",41,NA,1.14658496831628,NA,0.482932790874322,NA,-0.1616,0.0756,-0.3098,-0.0133,-2.1362,0.0327,0.720283978035728,"t2_ratio_th1_il10","ch_qpcr_pos_ascaris"
"1",7,NA,0.935764249071165,NA,0.604528896192437,NA,-0.1273,0.083,-0.29,0.0353,-1.5343,0.125,NA,"t2_ratio_th1_il10","ch_qpcr_pos_ascaris"
"0",138,216,0.852573128639008,0.902355179889554,0.647729079287184,0.613252235408864,0.0094,0.0774,-0.1424,0.1612,0.1213,0.9034,0.0516284114770534,"t2_ratio_th2_il10","diar7d_t2"
"1",31,32,1.09519315503216,0.929157561009621,0.690653180292328,0.543231331687556,0.0017,0.0777,-0.1506,0.154,0.022,0.9825,NA,"t2_ratio_th2_il10","diar7d_t2"
"0",114,168,0.933583100284809,0.969890157262607,0.703766925000977,0.57790295258257,-0.0005,0.0873,-0.1715,0.1706,-0.0052,0.9959,0.0860696545092511,"t2_ratio_th2_il10","fever7d_t2"
"1",55,80,0.821411020467486,0.771252679854168,0.558512084522555,0.637572182438312,-0.0077,0.0872,-0.1785,0.1632,-0.0881,0.9298,NA,"t2_ratio_th2_il10","fever7d_t2"
"0",120,176,0.905866375375555,0.908659698907412,0.680805897446707,0.56891595260874,-0.032,0.0735,-0.1761,0.112,-0.436,0.6629,0.855503703917261,"t2_ratio_th2_il10","ch_pos_giardia"
"1",44,63,0.876837371428386,0.957550721298476,0.617920918080109,0.678163490818907,0.064,0.1281,-0.1871,0.315,0.4994,0.6175,NA,"t2_ratio_th2_il10","ch_pos_giardia"
"0",164,238,0.898078106023876,0.921499560272003,0.662777957604303,0.599811358087189,-0.0064,0.0656,-0.135,0.1222,-0.0973,0.9225,0.816759595046426,"t2_ratio_th2_il10","ch_pos_entamoeba"
"1",NA,1,NA,0.932907104771857,NA,NA,-0.0141,0.0659,-0.1432,0.1151,-0.2137,0.8308,NA,"t2_ratio_th2_il10","ch_pos_entamoeba"
"0",160,236,0.88860883416384,0.920069178564947,0.664003474586049,0.602209302789668,0.001,0.0667,-0.1297,0.1317,0.0149,0.9881,0.835123473642645,"t2_ratio_th2_il10","ch_pos_crypto"
"1",4,3,1.27684898042532,1.03782543606035,0.550862756839178,0.0249037906993794,-0.2461,0.1859,-0.6104,0.1183,-1.3237,0.1856,NA,"t2_ratio_th2_il10","ch_pos_crypto"
"0",46,NA,0.825225853276759,NA,0.692047049014763,NA,-0.0385,0.0756,-0.1867,0.1098,-0.5086,0.611,0.524799686099872,"t2_ratio_th2_il10","ch_qpcr_pos_trichuris"
"1",2,NA,0.449927264995509,NA,0.142424175743605,NA,-0.2916,0.1322,-0.5507,-0.0325,-2.2059,0.0274,NA,"t2_ratio_th2_il10","ch_qpcr_pos_trichuris"
"0",41,NA,0.832878650833367,NA,0.723273466331807,NA,-0.039,0.0756,-0.1871,0.1091,-0.5162,0.6057,0.546577259807175,"t2_ratio_th2_il10","ch_qpcr_pos_ascaris"
"1",7,NA,0.673174156650557,NA,0.356971877505391,NA,-0.308,0.1303,-0.5634,-0.0525,-2.3629,0.0181,NA,"t2_ratio_th2_il10","ch_qpcr_pos_ascaris"
"0",138,218,-1.21396550507246,-1.43422060550459,0.589065164714392,0.670919369860816,-0.2192,0.0793,-0.3746,-0.0638,-2.7653,0.0057,0.340550644661399,"t2_ratio_il12_il10","diar7d_t2"
"1",31,31,-1.27628881290323,-1.65133576451613,0.496637099633181,0.813578195666338,-0.2273,0.0793,-0.3827,-0.0718,-2.8651,0.0042,NA,"t2_ratio_il12_il10","diar7d_t2"
"0",114,170,-1.15824819122807,-1.40835204882353,0.611637216255871,0.71903530183848,-0.2573,0.0932,-0.4401,-0.0746,-2.7598,0.0058,0.275460164593126,"t2_ratio_il12_il10","fever7d_t2"
"1",55,79,-1.36457998363636,-1.57508420759494,0.455088180070521,0.619564568461517,-0.2649,0.0931,-0.4474,-0.0823,-2.8438,0.0045,NA,"t2_ratio_il12_il10","fever7d_t2"
"0",120,177,-1.23925966416667,-1.44767470056497,0.635363707951544,0.671354541115826,-0.1868,0.0854,-0.3543,-0.0194,-2.1874,0.0287,0.331330416984487,"t2_ratio_il12_il10","ch_pos_giardia"
"1",44,63,-1.20653403863636,-1.48198953492063,0.383379797151295,0.768985750580727,-0.2469,0.133,-0.5075,0.0138,-1.8563,0.0634,NA,"t2_ratio_il12_il10","ch_pos_giardia"
"0",164,239,-1.23047961829268,-1.4578222958159,0.57766921556038,0.698044605084959,-0.2022,0.074,-0.3472,-0.0571,-2.7322,0.0063,0.34760121579237,"t2_ratio_il12_il10","ch_pos_entamoeba"
"1",NA,1,NA,-1.184234,NA,NA,-0.2097,0.074,-0.3547,-0.0646,-2.8327,0.0046,NA,"t2_ratio_il12_il10","ch_pos_entamoeba"
"0",160,237,-1.234275520625,-1.45948865400844,0.577420346248521,0.700017190247673,-0.2022,0.0753,-0.3498,-0.0547,-2.6872,0.0072,0.339891020112641,"t2_ratio_il12_il10","ch_pos_crypto"
"1",4,3,-1.078643525,-1.2349839,0.654724324265134,0.352784856691766,-0.0786,0.1443,-0.3614,0.2042,-0.5449,0.5858,NA,"t2_ratio_il12_il10","ch_pos_crypto"
"0",46,NA,-1.33844909347826,NA,0.550246819075568,NA,-0.2389,0.0852,-0.4059,-0.0719,-2.8034,0.0051,0.434039349004156,"t2_ratio_il12_il10","ch_qpcr_pos_trichuris"
"1",2,NA,-1.4175695,NA,0.110573822908046,NA,-0.2382,0.0851,-0.4051,-0.0713,-2.7976,0.0051,NA,"t2_ratio_il12_il10","ch_qpcr_pos_trichuris"
"0",41,NA,-1.31877138536585,NA,0.518734919567596,NA,-0.2388,0.0852,-0.4057,-0.0719,-2.8044,0.005,0.461143848831206,"t2_ratio_il12_il10","ch_qpcr_pos_ascaris"
"1",7,NA,-1.47631007142857,NA,0.67541530649584,NA,-0.2381,0.0851,-0.4049,-0.0714,-2.7986,0.0051,NA,"t2_ratio_il12_il10","ch_qpcr_pos_ascaris"
"0",138,218,-0.175295555072464,-0.311104070642202,0.601380809651506,0.556810640358923,-0.1171,0.0864,-0.2865,0.0523,-1.3551,0.1754,0.107235388850923,"t2_ratio_ifn_il10","diar7d_t2"
"1",31,32,-0.233874564516129,-0.359305934375,0.447595325066981,0.539270816428679,-0.0949,0.1035,-0.2977,0.1079,-0.9172,0.359,NA,"t2_ratio_ifn_il10","diar7d_t2"
"0",114,170,-0.119911990350877,-0.289768860588235,0.633926110638024,0.593405938430007,-0.1549,0.0908,-0.333,0.0231,-1.7059,0.088,0.0990980587456059,"t2_ratio_ifn_il10","fever7d_t2"
"1",55,80,-0.32310784,-0.3757221375,0.401435064935134,0.456268900107055,-0.1316,0.1039,-0.3352,0.072,-1.2671,0.2051,NA,"t2_ratio_ifn_il10","fever7d_t2"
"0",120,177,-0.188801253333333,-0.301718607344633,0.595138424792048,0.552904145135229,-0.0832,0.0887,-0.257,0.0906,-0.9384,0.348,0.189439190817445,"t2_ratio_ifn_il10","ch_pos_giardia"
"1",44,64,-0.208927422727273,-0.32609236875,0.538780509734805,0.576551493071001,-0.1083,0.1054,-0.315,0.0984,-1.0269,0.3044,NA,"t2_ratio_ifn_il10","ch_pos_giardia"
"0",164,240,-0.194200957317073,-0.309039010416667,0.578997713832925,0.559183578551699,-0.0914,0.0757,-0.2398,0.0569,-1.2081,0.227,0.202723914359229,"t2_ratio_ifn_il10","ch_pos_entamoeba"
"1",NA,1,NA,-0.1047426,NA,NA,-0.0674,0.0911,-0.2459,0.1111,-0.7398,0.4594,NA,"t2_ratio_ifn_il10","ch_pos_entamoeba"
"0",160,238,-0.19887391,-0.309567950840336,0.580824795285228,0.557022811625436,-0.0879,0.0781,-0.2409,0.0652,-1.1253,0.2605,0.197463688425386,"t2_ratio_ifn_il10","ch_pos_crypto"
"1",4,3,-0.00728285000000001,-0.1989776,0.535652473261445,0.775343053635383,-0.1409,0.3632,-0.8527,0.571,-0.3878,0.6981,NA,"t2_ratio_ifn_il10","ch_pos_crypto"
"0",46,NA,-0.213433476086957,NA,0.532556516360574,NA,-0.1105,0.0843,-0.2757,0.0547,-1.3107,0.19,0.940410324653603,"t2_ratio_ifn_il10","ch_qpcr_pos_trichuris"
"1",2,NA,-0.41084175,NA,0.159080287437272,NA,-0.1062,0.075,-0.2532,0.0409,-1.4153,0.157,NA,"t2_ratio_ifn_il10","ch_qpcr_pos_trichuris"
"0",41,NA,-0.186732812195122,NA,0.516392698285274,NA,-0.1101,0.0841,-0.2749,0.0546,-1.3101,0.1902,0.987520075614582,"t2_ratio_ifn_il10","ch_qpcr_pos_ascaris"
"1",7,NA,-0.426225442857143,NA,0.555778266081984,NA,-0.1071,0.0748,-0.2538,0.0396,-1.4306,0.1525,NA,"t2_ratio_ifn_il10","ch_qpcr_pos_ascaris"
"0",138,217,1.63146672898551,1.59760408617512,0.71119212872115,0.66061223840668,-0.0871,0.0966,-0.2764,0.1022,-0.9017,0.3672,0.274961643967109,"t2_ratio_il4_il10","diar7d_t2"
"1",31,32,1.79590682903226,1.7794662625,0.59088939815895,0.657588301270921,-0.0955,0.0973,-0.2862,0.0953,-0.9809,0.3266,NA,"t2_ratio_il4_il10","diar7d_t2"
"0",114,169,1.66373294561404,1.65335445739645,0.722384619096669,0.632252631624896,-0.0559,0.1087,-0.269,0.1572,-0.5144,0.607,0.265993651271361,"t2_ratio_il4_il10","fever7d_t2"
"1",55,80,1.65727208181818,1.5525762975,0.630746136889032,0.719382118481324,-0.064,0.1093,-0.2783,0.1502,-0.5858,0.558,NA,"t2_ratio_il4_il10","fever7d_t2"
"0",120,177,1.68910438916667,1.60886414180791,0.738050455242154,0.626783403438041,-0.1265,0.0981,-0.3188,0.0657,-1.2902,0.197,0.638339647094895,"t2_ratio_il4_il10","ch_pos_giardia"
"1",44,63,1.59457665227273,1.70514599047619,0.573508575109802,0.748208994238327,0.0917,0.1329,-0.1689,0.3522,0.6896,0.4904,NA,"t2_ratio_il4_il10","ch_pos_giardia"
"0",164,239,1.66374328902439,1.63310716945607,0.697288338656256,0.661743602909714,-0.0713,0.0906,-0.2489,0.1063,-0.7868,0.4314,0.712809101845582,"t2_ratio_il4_il10","ch_pos_entamoeba"
"1",NA,1,NA,1.880537,NA,NA,-0.0796,0.0914,-0.2588,0.0995,-0.8712,0.3836,NA,"t2_ratio_il4_il10","ch_pos_entamoeba"
"0",160,237,1.64684855875,1.63094767721519,0.689139064288335,0.662429860062031,-0.0569,0.0892,-0.2318,0.118,-0.6378,0.5236,0.740336739634515,"t2_ratio_il4_il10","ch_pos_crypto"
"1",4,3,2.3395325,1.88618366666667,0.789272399703888,0.514452911828997,-0.5497,0.4228,-1.3785,0.279,-1.3001,0.1936,NA,"t2_ratio_il4_il10","ch_pos_crypto"
"0",46,NA,1.59724328043478,NA,0.698820273932302,NA,-0.1157,0.1003,-0.3124,0.0809,-1.1534,0.2487,0.401719692647213,"t2_ratio_il4_il10","ch_qpcr_pos_trichuris"
"1",2,NA,1.402955,NA,0.28851088043261,NA,-0.1142,0.1003,-0.3108,0.0824,-1.1385,0.2549,NA,"t2_ratio_il4_il10","ch_qpcr_pos_trichuris"
"0",41,NA,1.63802927073171,NA,0.685467483587547,NA,-0.1157,0.1003,-0.3122,0.0808,-1.1542,0.2484,0.436075160408633,"t2_ratio_il4_il10","ch_qpcr_pos_ascaris"
"1",7,NA,1.30284297142857,NA,0.666451207714468,NA,-0.1142,0.1002,-0.3107,0.0823,-1.139,0.2547,NA,"t2_ratio_il4_il10","ch_qpcr_pos_ascaris"
"0",138,218,-1.71511199782609,-1.66105085733945,0.730158128185271,0.67124346638587,0.0532,0.0822,-0.1079,0.2143,0.6475,0.5173,0.291130950715266,"t2_ratio_il5_il10","diar7d_t2"
"1",31,32,-1.57363552903226,-1.769990925,0.710705463057976,0.581042457730637,-0.3714,0.1597,-0.6844,-0.0585,-2.3263,0.02,NA,"t2_ratio_il5_il10","diar7d_t2"
"0",114,170,-1.6349363,-1.58863793941176,0.800672062140049,0.65008973728553,0.0415,0.0993,-0.1531,0.2362,0.4184,0.6756,0.315888462923934,"t2_ratio_il5_il10","fever7d_t2"
"1",55,80,-1.80155307090909,-1.858504335,0.53102193296287,0.648135019262033,-0.4136,0.1559,-0.7192,-0.108,-2.6523,0.008,NA,"t2_ratio_il5_il10","fever7d_t2"
"0",120,177,-1.696772,-1.64698153220339,0.743458173330461,0.662357325799361,0.059,0.0846,-0.1068,0.2248,0.6975,0.4855,0.629725150396508,"t2_ratio_il5_il10","ch_pos_giardia"
"1",44,64,-1.67243526818182,-1.6969674265625,0.675621332426714,0.636506171946411,-0.0035,0.133,-0.2642,0.2572,-0.0265,0.9788,NA,"t2_ratio_il5_il10","ch_pos_giardia"
"0",164,240,-1.69024263292683,-1.65979956875,0.72392041459113,0.655978185678964,0.043,0.0731,-0.1003,0.1863,0.5886,0.5561,0.673495825990856,"t2_ratio_il5_il10","ch_pos_entamoeba"
"1",NA,1,NA,-1.76975,NA,NA,-0.4055,0.1568,-0.7128,-0.0982,-2.5861,0.0097,NA,"t2_ratio_il5_il10","ch_pos_entamoeba"
"0",160,238,-1.692109825625,-1.65662406092437,0.726386628021337,0.654081764691421,0.0471,0.0752,-0.1004,0.1945,0.6257,0.5315,0.676771308376035,"t2_ratio_il5_il10","ch_pos_crypto"
"1",4,3,-1.615554925,-1.94837333333333,0.708205789323571,0.777588649995184,-0.2442,0.5222,-1.2678,0.7793,-0.4677,0.64,NA,"t2_ratio_il5_il10","ch_pos_crypto"
"0",46,NA,-1.73306657608696,NA,0.745645431101811,NA,0.0292,0.0813,-0.1303,0.1886,0.3586,0.7199,0.808873093245715,"t2_ratio_il5_il10","ch_qpcr_pos_trichuris"
"1",2,NA,-2.315985,NA,0.203847571307583,NA,0.1403,0.0918,-0.0395,0.3202,1.5293,0.1262,NA,"t2_ratio_il5_il10","ch_qpcr_pos_trichuris"
"0",41,NA,-1.77772859756098,NA,0.790780599121493,NA,0.0264,0.0817,-0.1337,0.1865,0.3231,0.7466,0.923057450677726,"t2_ratio_il5_il10","ch_qpcr_pos_ascaris"
"1",7,NA,-1.63802285714286,NA,0.311498414024014,NA,0.1333,0.0916,-0.0463,0.3128,1.4551,0.1456,NA,"t2_ratio_il5_il10","ch_qpcr_pos_ascaris"
"0",138,217,-0.634214936231884,-0.584832597235023,0.810267867804346,1.00079942393839,0.0571,0.1224,-0.1829,0.297,0.4662,0.6411,0.362284755236614,"t2_ratio_il13_il10","diar7d_t2"
"1",31,32,-0.292328406451613,-0.603798771875,1.15802235453479,1.03920613429432,0.0466,0.1229,-0.1942,0.2874,0.3795,0.7043,NA,"t2_ratio_il13_il10","diar7d_t2"
"0",114,169,-0.490912043859649,-0.501470423668639,0.869106626031091,0.935341844518064,-0.0104,0.1336,-0.2723,0.2514,-0.0779,0.9379,0.329112505705786,"t2_ratio_il13_il10","fever7d_t2"
"1",55,80,-0.738543069090909,-0.76852165875,0.917981534494868,1.11936046595747,-0.0206,0.1347,-0.2846,0.2434,-0.1527,0.8787,NA,"t2_ratio_il13_il10","fever7d_t2"
"0",120,176,-0.55692008,-0.62029648125,0.912509293830477,0.949785752610685,-0.0312,0.1219,-0.2701,0.2077,-0.2563,0.7977,0.219291630041554,"t2_ratio_il13_il10","ch_pos_giardia"
"1",44,64,-0.577609236363636,-0.452978965625,0.85365813438372,1.16495266282177,0.1271,0.224,-0.3119,0.5661,0.5676,0.5703,NA,"t2_ratio_il13_il10","ch_pos_giardia"
"0",164,239,-0.562470829268293,-0.576739427615063,0.894555371728641,1.0137994052502,0.0073,0.114,-0.2161,0.2306,0.0636,0.9493,0.185405715688921,"t2_ratio_il13_il10","ch_pos_entamoeba"
"1",NA,1,NA,-0.3221113,NA,NA,-0.0038,0.1148,-0.2288,0.2212,-0.0329,0.9738,NA,"t2_ratio_il13_il10","ch_pos_entamoeba"
"0",160,237,-0.561845225,-0.579640956540084,0.901493829965018,1.01497272976148,0.0043,0.1169,-0.2248,0.2334,0.0366,0.9708,0.187365634485594,"t2_ratio_il13_il10","ch_pos_crypto"
"1",4,3,-0.587495,-0.2626426,0.636899161852863,0.793937000823497,0.29,0.3238,-0.3446,0.9247,0.8957,0.3704,NA,"t2_ratio_il13_il10","ch_pos_crypto"
"0",46,NA,-0.769834343478261,NA,0.865987067168565,NA,-0.0515,0.13,-0.3063,0.2034,-0.3957,0.6923,0.190937872923443,"t2_ratio_il13_il10","ch_qpcr_pos_trichuris"
"1",2,NA,-0.78517075,NA,0.39854412020644,NA,0.1326,0.2144,-0.2876,0.5527,0.6184,0.5363,NA,"t2_ratio_il13_il10","ch_qpcr_pos_trichuris"
"0",41,NA,-0.700120236585366,NA,0.88485295517264,NA,-0.0496,0.1303,-0.3049,0.2057,-0.3807,0.7034,0.404584851764733,"t2_ratio_il13_il10","ch_qpcr_pos_ascaris"
"1",7,NA,-1.18254165714286,NA,0.446500493850969,NA,0.1246,0.2153,-0.2973,0.5465,0.5787,0.5628,NA,"t2_ratio_il13_il10","ch_qpcr_pos_ascaris"
"0",136,215,0.744171658670094,0.650796341868953,0.707253939378524,0.657624343124495,-0.119,0.0797,-0.2752,0.0372,-1.4932,0.1354,0.165582003912781,"t2_ratio_th17_il10","diar7d_t2"
"1",31,31,0.855276864423263,0.535758008190773,0.584198251348596,0.528630939354047,-0.0227,0.1024,-0.2234,0.1779,-0.2221,0.8242,NA,"t2_ratio_th17_il10","diar7d_t2"
"0",112,167,0.801742647742125,0.701289752827913,0.719798677793851,0.604460504880294,-0.1252,0.0949,-0.3112,0.0607,-1.3203,0.1867,0.138652541172055,"t2_ratio_th17_il10","fever7d_t2"
"1",55,79,0.689559124166108,0.498915481436423,0.610159698538831,0.702033026311862,-0.0207,0.1151,-0.2463,0.2049,-0.1798,0.8573,NA,"t2_ratio_th17_il10","fever7d_t2"
"0",118,173,0.793770048163017,0.634528120994854,0.730883978738071,0.639575958308129,-0.186,0.0852,-0.3529,-0.0191,-2.1838,0.029,0.248836135992606,"t2_ratio_th17_il10","ch_pos_giardia"
"1",44,64,0.715544052771701,0.686322564829566,0.556041372615159,0.611660470627542,-0.0342,0.1159,-0.2612,0.1929,-0.2948,0.7682,NA,"t2_ratio_th17_il10","ch_pos_giardia"
"0",162,236,0.772523481513524,0.647393498337971,0.687019573581257,0.632398249010611,-0.1455,0.072,-0.2866,-0.0043,-2.0203,0.0434,0.294177519535836,"t2_ratio_th17_il10","ch_pos_entamoeba"
"1",NA,1,NA,0.913143473440812,NA,NA,-0.0527,0.1019,-0.2524,0.1471,-0.5169,0.6052,NA,"t2_ratio_th17_il10","ch_pos_entamoeba"
"0",158,234,0.770485029311529,0.648856655225417,0.68846908282038,0.635111054338332,-0.1424,0.0746,-0.2886,0.0037,-1.9099,0.0561,0.299642802907968,"t2_ratio_th17_il10","ch_pos_crypto"
"1",4,3,0.853042343492334,0.62185058615151,0.718417214441341,0.182822275987128,-0.2495,0.2106,-0.6622,0.1632,-1.1851,0.236,NA,"t2_ratio_th17_il10","ch_pos_crypto"
"0",45,NA,0.656926484619928,NA,0.665323443823792,NA,-0.1776,0.0729,-0.3206,-0.0346,-2.4346,0.0149,0.399984829324843,"t2_ratio_th17_il10","ch_qpcr_pos_trichuris"
"1",2,NA,0.37258668547393,NA,0.382398823645902,NA,-0.0895,0.0794,-0.2452,0.0662,-1.127,0.2597,NA,"t2_ratio_th17_il10","ch_qpcr_pos_trichuris"
"0",40,NA,0.685999385820576,NA,0.683302073793258,NA,-0.1774,0.073,-0.3204,-0.0343,-2.4305,0.0151,0.423497869541521,"t2_ratio_th17_il10","ch_qpcr_pos_ascaris"
"1",7,NA,0.40955567800308,NA,0.430781624039659,NA,-0.0891,0.0791,-0.2441,0.0659,-1.1265,0.26,NA,"t2_ratio_th17_il10","ch_qpcr_pos_ascaris"
"0",138,218,-0.609472602898551,-0.808542791284404,0.616954752341451,0.66488534284795,-0.2144,0.074,-0.3594,-0.0693,-2.8969,0.0038,0.391355494786372,"t2_ratio_il17_il10","diar7d_t2"
"1",31,32,-0.59154774516129,-0.798501396875,0.481057675465337,0.49190335567818,-0.103,0.0847,-0.2691,0.0631,-1.2156,0.2242,NA,"t2_ratio_il17_il10","diar7d_t2"
"0",114,170,-0.544332949122807,-0.760570697058824,0.612243575176351,0.669245637701133,-0.2431,0.0781,-0.3962,-0.0901,-3.1141,0.0018,0.36556626723009,"t2_ratio_il17_il10","fever7d_t2"
"1",55,80,-0.734386238181818,-0.90646693375,0.53402942196254,0.580072894162012,-0.1446,0.0923,-0.3255,0.0364,-1.5659,0.1174,NA,"t2_ratio_il17_il10","fever7d_t2"
"0",120,177,-0.585980145833333,-0.837131289830508,0.640730535017663,0.644086566964305,-0.2917,0.0822,-0.4529,-0.1306,-3.5491,0.0004,0.799502016134236,"t2_ratio_il17_il10","ch_pos_giardia"
"1",44,64,-0.668402309090909,-0.6783769765625,0.426295668501226,0.60959537132705,0.0673,0.1187,-0.1653,0.2999,0.5671,0.5707,NA,"t2_ratio_il17_il10","ch_pos_giardia"
"0",164,240,-0.608093409146341,-0.796369169166667,0.590760958955889,0.638696964494485,-0.2021,0.0682,-0.3356,-0.0685,-2.9648,0.003,0.940482602273228,"t2_ratio_il17_il10","ch_pos_entamoeba"
"1",NA,1,NA,-0.4597642,NA,NA,-0.0911,0.0867,-0.2611,0.0789,-1.0506,0.2934,NA,"t2_ratio_il17_il10","ch_pos_entamoeba"
"0",160,238,-0.606327998125,-0.797126156302521,0.595357035637862,0.639950145394127,-0.2034,0.0688,-0.3382,-0.0686,-2.9572,0.0031,0.941915876792643,"t2_ratio_il17_il10","ch_pos_crypto"
"1",4,3,-0.67870985,-0.6241132,0.4118097682152,0.479715878566126,-0.0586,0.273,-0.5937,0.4765,-0.2148,0.8299,NA,"t2_ratio_il17_il10","ch_pos_crypto"
"0",46,NA,-0.740724158695652,NA,0.449964632933021,NA,-0.2296,0.0775,-0.3815,-0.0776,-2.9613,0.0031,0.774655026305479,"t2_ratio_il17_il10","ch_qpcr_pos_trichuris"
"1",2,NA,-0.72349975,NA,0.123018407282183,NA,-0.472,0.1437,-0.7535,-0.1904,-3.2852,0.001,NA,"t2_ratio_il17_il10","ch_qpcr_pos_trichuris"
"0",41,NA,-0.739233026829268,NA,0.407192573346439,NA,-0.2334,0.0787,-0.3877,-0.0791,-2.9642,0.003,0.462824142901637,"t2_ratio_il17_il10","ch_qpcr_pos_ascaris"
"1",7,NA,-0.744536671428571,NA,0.644769984614363,NA,-0.4678,0.1436,-0.7492,-0.1864,-3.2587,0.0011,NA,"t2_ratio_il17_il10","ch_qpcr_pos_ascaris"
"0",136,215,-1.92093580367647,-1.87130882604651,1.06924082028455,0.959002628913518,0.0195,0.1272,-0.2298,0.2689,0.1536,0.8779,0.0768780257844871,"t2_ratio_il21_il10","diar7d_t2"
"1",31,31,-1.64983779032258,-2.13979896774194,0.860499686041664,1.03120447155438,0.0114,0.1278,-0.2391,0.262,0.0895,0.9287,NA,"t2_ratio_il21_il10","diar7d_t2"
